simu_random_sampling_f0.070_nseq10000_rep0.dist,0.27
simu_random_sampling_f0.070_nseq10000_rep1.dist,0.26667
simu_random_sampling_f0.070_nseq10000_rep2.dist,0.26333
simu_random_sampling_f0.070_nseq10000_rep3.dist,0.27333
simu_random_sampling_f0.070_nseq10000_rep4.dist,0.27333
simu_random_sampling_f0.070_nseq10000_rep5.dist,0.27333
simu_random_sampling_f0.070_nseq10000_rep6.dist,0.27667
simu_random_sampling_f0.070_nseq10000_rep7.dist,0.26667
simu_random_sampling_f0.070_nseq10000_rep8.dist,0.26667
simu_random_sampling_f0.070_nseq10000_rep9.dist,0.27
simu_random_sampling_f0.126_nseq10000_rep0.dist,0.62
simu_random_sampling_f0.126_nseq10000_rep1.dist,0.60667
simu_random_sampling_f0.126_nseq10000_rep2.dist,0.63667
simu_random_sampling_f0.126_nseq10000_rep3.dist,0.62667
simu_random_sampling_f0.126_nseq10000_rep4.dist,0.62
simu_random_sampling_f0.126_nseq10000_rep5.dist,0.62333
simu_random_sampling_f0.126_nseq10000_rep6.dist,0.62333
simu_random_sampling_f0.126_nseq10000_rep7.dist,0.62667
simu_random_sampling_f0.126_nseq10000_rep8.dist,0.61
simu_random_sampling_f0.126_nseq10000_rep9.dist,0.63333
simu_random_sampling_f0.182_nseq10000_rep0.dist,0.79667
simu_random_sampling_f0.182_nseq10000_rep1.dist,0.80667
simu_random_sampling_f0.182_nseq10000_rep2.dist,0.78
simu_random_sampling_f0.182_nseq10000_rep3.dist,0.79667
simu_random_sampling_f0.182_nseq10000_rep4.dist,0.79
simu_random_sampling_f0.182_nseq10000_rep5.dist,0.78667
simu_random_sampling_f0.182_nseq10000_rep6.dist,0.78333
simu_random_sampling_f0.182_nseq10000_rep7.dist,0.78
simu_random_sampling_f0.182_nseq10000_rep8.dist,0.78667
simu_random_sampling_f0.182_nseq10000_rep9.dist,0.79333
simu_random_sampling_f0.238_nseq10000_rep0.dist,0.87333
simu_random_sampling_f0.238_nseq10000_rep1.dist,0.87
simu_random_sampling_f0.238_nseq10000_rep2.dist,0.86667
simu_random_sampling_f0.238_nseq10000_rep3.dist,0.88333
simu_random_sampling_f0.238_nseq10000_rep4.dist,0.86667
simu_random_sampling_f0.238_nseq10000_rep5.dist,0.86667
simu_random_sampling_f0.238_nseq10000_rep6.dist,0.87
simu_random_sampling_f0.238_nseq10000_rep7.dist,0.87333
simu_random_sampling_f0.238_nseq10000_rep8.dist,0.87
simu_random_sampling_f0.238_nseq10000_rep9.dist,0.87667
simu_random_sampling_f0.294_nseq10000_rep0.dist,0.91667
simu_random_sampling_f0.294_nseq10000_rep1.dist,0.91667
simu_random_sampling_f0.294_nseq10000_rep2.dist,0.93
simu_random_sampling_f0.294_nseq10000_rep3.dist,0.91333
simu_random_sampling_f0.294_nseq10000_rep4.dist,0.91667
simu_random_sampling_f0.294_nseq10000_rep5.dist,0.91667
simu_random_sampling_f0.294_nseq10000_rep6.dist,0.91667
simu_random_sampling_f0.294_nseq10000_rep7.dist,0.91
simu_random_sampling_f0.294_nseq10000_rep8.dist,0.91667
simu_random_sampling_f0.294_nseq10000_rep9.dist,0.92
simu_random_sampling_f0.350_nseq10000_rep0.dist,0.94333
simu_random_sampling_f0.350_nseq10000_rep1.dist,0.95
simu_random_sampling_f0.350_nseq10000_rep2.dist,0.94
simu_random_sampling_f0.350_nseq10000_rep3.dist,0.94
simu_random_sampling_f0.350_nseq10000_rep4.dist,0.94
simu_random_sampling_f0.350_nseq10000_rep5.dist,0.94333
simu_random_sampling_f0.350_nseq10000_rep6.dist,0.94667
simu_random_sampling_f0.350_nseq10000_rep7.dist,0.95333
simu_random_sampling_f0.350_nseq10000_rep8.dist,0.94
simu_random_sampling_f0.350_nseq10000_rep9.dist,0.93333
simu_tree_f0.070_nseq10000_rep0.dist,0.11333
simu_tree_f0.070_nseq10000_rep1.dist,0.13
simu_tree_f0.070_nseq10000_rep2.dist,0.13333
simu_tree_f0.070_nseq10000_rep3.dist,0.14667
simu_tree_f0.070_nseq10000_rep4.dist,0.13667
simu_tree_f0.070_nseq10000_rep5.dist,0.12
simu_tree_f0.070_nseq10000_rep6.dist,0.13667
simu_tree_f0.070_nseq10000_rep7.dist,0.12
simu_tree_f0.070_nseq10000_rep8.dist,0.12667
simu_tree_f0.070_nseq10000_rep9.dist,0.10333
simu_tree_f0.126_nseq10000_rep0.dist,0.33333
simu_tree_f0.126_nseq10000_rep1.dist,0.34
simu_tree_f0.126_nseq10000_rep2.dist,0.35
simu_tree_f0.126_nseq10000_rep3.dist,0.33667
simu_tree_f0.126_nseq10000_rep4.dist,0.32
simu_tree_f0.126_nseq10000_rep5.dist,0.34667
simu_tree_f0.126_nseq10000_rep6.dist,0.36667
simu_tree_f0.126_nseq10000_rep7.dist,0.31333
simu_tree_f0.126_nseq10000_rep8.dist,0.32
simu_tree_f0.126_nseq10000_rep9.dist,0.32667
simu_tree_f0.182_nseq10000_rep0.dist,0.49
simu_tree_f0.182_nseq10000_rep1.dist,0.47667
simu_tree_f0.182_nseq10000_rep2.dist,0.51
simu_tree_f0.182_nseq10000_rep3.dist,0.49
simu_tree_f0.182_nseq10000_rep4.dist,0.48333
simu_tree_f0.182_nseq10000_rep5.dist,0.45667
simu_tree_f0.182_nseq10000_rep6.dist,0.47333
simu_tree_f0.182_nseq10000_rep7.dist,0.47667
simu_tree_f0.182_nseq10000_rep8.dist,0.49333
simu_tree_f0.182_nseq10000_rep9.dist,0.47667
simu_tree_f0.238_nseq10000_rep0.dist,0.60333
simu_tree_f0.238_nseq10000_rep1.dist,0.62
simu_tree_f0.238_nseq10000_rep2.dist,0.58333
simu_tree_f0.238_nseq10000_rep3.dist,0.63333
simu_tree_f0.238_nseq10000_rep4.dist,0.62333
simu_tree_f0.238_nseq10000_rep5.dist,0.63333
simu_tree_f0.238_nseq10000_rep6.dist,0.58
simu_tree_f0.238_nseq10000_rep7.dist,0.62
simu_tree_f0.238_nseq10000_rep8.dist,0.61333
simu_tree_f0.238_nseq10000_rep9.dist,0.59333
simu_tree_f0.294_nseq10000_rep0.dist,0.73333
simu_tree_f0.294_nseq10000_rep1.dist,0.72667
simu_tree_f0.294_nseq10000_rep2.dist,0.72667
simu_tree_f0.294_nseq10000_rep3.dist,0.68333
simu_tree_f0.294_nseq10000_rep4.dist,0.69333
simu_tree_f0.294_nseq10000_rep5.dist,0.70667
simu_tree_f0.294_nseq10000_rep6.dist,0.68333
simu_tree_f0.294_nseq10000_rep7.dist,0.71667
simu_tree_f0.294_nseq10000_rep8.dist,0.72
simu_tree_f0.294_nseq10000_rep9.dist,0.68667
simu_tree_f0.350_nseq10000_rep0.dist,0.76
simu_tree_f0.350_nseq10000_rep1.dist,0.79333
simu_tree_f0.350_nseq10000_rep2.dist,0.77
simu_tree_f0.350_nseq10000_rep3.dist,0.79667
simu_tree_f0.350_nseq10000_rep4.dist,0.78333
simu_tree_f0.350_nseq10000_rep5.dist,0.78667
simu_tree_f0.350_nseq10000_rep6.dist,0.79
simu_tree_f0.350_nseq10000_rep7.dist,0.75333
simu_tree_f0.350_nseq10000_rep8.dist,0.75667
simu_tree_f0.350_nseq10000_rep9.dist,0.79667
simu_tree_starlike_f0.070_nseq10000_rep0.dist,0.11333
simu_tree_starlike_f0.070_nseq10000_rep1.dist,0.12
simu_tree_starlike_f0.070_nseq10000_rep2.dist,0.12333
simu_tree_starlike_f0.070_nseq10000_rep3.dist,0.13
simu_tree_starlike_f0.070_nseq10000_rep4.dist,0.10667
simu_tree_starlike_f0.070_nseq10000_rep5.dist,0.12333
simu_tree_starlike_f0.070_nseq10000_rep6.dist,0.11667
simu_tree_starlike_f0.070_nseq10000_rep7.dist,0.13
simu_tree_starlike_f0.070_nseq10000_rep8.dist,0.12
simu_tree_starlike_f0.070_nseq10000_rep9.dist,0.11667
simu_tree_starlike_f0.126_nseq10000_rep0.dist,0.32
simu_tree_starlike_f0.126_nseq10000_rep1.dist,0.33
simu_tree_starlike_f0.126_nseq10000_rep2.dist,0.3
simu_tree_starlike_f0.126_nseq10000_rep3.dist,0.33667
simu_tree_starlike_f0.126_nseq10000_rep4.dist,0.32667
simu_tree_starlike_f0.126_nseq10000_rep5.dist,0.32667
simu_tree_starlike_f0.126_nseq10000_rep6.dist,0.33667
simu_tree_starlike_f0.126_nseq10000_rep7.dist,0.31667
simu_tree_starlike_f0.126_nseq10000_rep8.dist,0.30667
simu_tree_starlike_f0.126_nseq10000_rep9.dist,0.32333
simu_tree_starlike_f0.182_nseq10000_rep0.dist,0.45
simu_tree_starlike_f0.182_nseq10000_rep1.dist,0.46333
simu_tree_starlike_f0.182_nseq10000_rep2.dist,0.47667
simu_tree_starlike_f0.182_nseq10000_rep3.dist,0.46333
simu_tree_starlike_f0.182_nseq10000_rep4.dist,0.49333
simu_tree_starlike_f0.182_nseq10000_rep5.dist,0.49
simu_tree_starlike_f0.182_nseq10000_rep6.dist,0.46333
simu_tree_starlike_f0.182_nseq10000_rep7.dist,0.50333
simu_tree_starlike_f0.182_nseq10000_rep8.dist,0.5
simu_tree_starlike_f0.182_nseq10000_rep9.dist,0.46667
simu_tree_starlike_f0.238_nseq10000_rep0.dist,0.58333
simu_tree_starlike_f0.238_nseq10000_rep1.dist,0.58333
simu_tree_starlike_f0.238_nseq10000_rep2.dist,0.59
simu_tree_starlike_f0.238_nseq10000_rep3.dist,0.59667
simu_tree_starlike_f0.238_nseq10000_rep4.dist,0.58667
simu_tree_starlike_f0.238_nseq10000_rep5.dist,0.59333
simu_tree_starlike_f0.238_nseq10000_rep6.dist,0.59667
simu_tree_starlike_f0.238_nseq10000_rep7.dist,0.60667
simu_tree_starlike_f0.238_nseq10000_rep8.dist,0.61667
simu_tree_starlike_f0.238_nseq10000_rep9.dist,0.57667
simu_tree_starlike_f0.294_nseq10000_rep0.dist,0.68
simu_tree_starlike_f0.294_nseq10000_rep1.dist,0.68667
simu_tree_starlike_f0.294_nseq10000_rep2.dist,0.69
simu_tree_starlike_f0.294_nseq10000_rep3.dist,0.68667
simu_tree_starlike_f0.294_nseq10000_rep4.dist,0.7
simu_tree_starlike_f0.294_nseq10000_rep5.dist,0.71
simu_tree_starlike_f0.294_nseq10000_rep6.dist,0.65333
simu_tree_starlike_f0.294_nseq10000_rep7.dist,0.68333
simu_tree_starlike_f0.294_nseq10000_rep8.dist,0.67
simu_tree_starlike_f0.294_nseq10000_rep9.dist,0.69
simu_tree_starlike_f0.350_nseq10000_rep0.dist,0.74667
simu_tree_starlike_f0.350_nseq10000_rep1.dist,0.73333
simu_tree_starlike_f0.350_nseq10000_rep2.dist,0.76333
simu_tree_starlike_f0.350_nseq10000_rep3.dist,0.77
simu_tree_starlike_f0.350_nseq10000_rep4.dist,0.72333
simu_tree_starlike_f0.350_nseq10000_rep5.dist,0.74
simu_tree_starlike_f0.350_nseq10000_rep6.dist,0.75333
simu_tree_starlike_f0.350_nseq10000_rep7.dist,0.72667
simu_tree_starlike_f0.350_nseq10000_rep8.dist,0.73667
simu_tree_starlike_f0.350_nseq10000_rep9.dist,0.73
